3,"3725,95"
11,"3725,95"
26,"3725,95"
27,"3725,95"
28,"3725,95"
31,"3738,99"
41,"3738,99"
45,"3738,99"
56,"3738,99"
59,"3738,99"
60,"3759,86"
73,"3759,86"
77,"3759,86"
84,"3759,86"
88,"3759,86"
90,"3785,94"
102,"3785,94"
103,"3785,94"
122,"3812,02"
136,"3812,02"
146,"3812,02"
152,"3838,47"
161,"3838,47"
164,"3838,47"
179,"3838,47"
180,"3838,47"
193,"3838,47"
207,"3838,47"
210,"3883,93"
222,"3883,93"
241,"3902,56"
269,"3902,56"
270,"3921,56"
284,"3921,56"
300,"3940,57"
301,"3940,57"
315,"3940,57"
332,"3959,57"
346,"3959,57"
360,"3959,57"
362,"3959,57"
376,"3959,57"
390,"3959,57"
420,"3959,57"
451,"3959,57"
455,"3959,57"
468,"3959,57"
480,"3959,57"
510,"3959,57"
528,"3959,57"
542,"3959,57"
544,"3959,57"
558,"3959,57"
570,"3959,57"
588,"3959,57"
600,"3959,57"
630,"3959,57"
635,"3959,57"
649,"3959,57"
661,"3959,57"
690,"3959,57"
720,"4216,29"
727,"4216,29"
741,"4216,29"
752,"4216,29"
780,"4216,29"
810,"4216,29"
822,"4216,29"
833,"4216,29"
840,"4216,29"
871,"4216,29"
893,"4216,29"
900,"4216,29"
910,"4216,29"
924,"4216,29"
931,"4216,29"
962,"4216,29"
990,"4216,29"
1001,"4216,29"
1015,"4216,29"
1020,"4216,29"
1046,"4216,29"
1050,"4216,29"
1081,"4467,79"
1095,"4467,79"
1109,"4467,79"
1110,"4467,79"
1140,"4467,79"
1172,"4467,79"
1186,"4467,79"
1200,"4467,79"
1258,"4467,79"
1277,"4467,79"
1291,"4467,79"
1319,"4467,79"
1368,"4467,79"
1382,"4467,79"
1440,"4734,57"
1459,"4734,57"
1473,"4734,57"
1551,"4734,57"
1564,"4734,57"
1641,"4734,57"
1655,"4734,57"
1671,"4734,57"
1732,"4734,57"
1746,"4734,57"
1776,"4734,57"
1802,"5017,36"
1823,"5017,36"
1837,"5017,36"
1916,"5017,36"
1929,"5017,36"
2005,"5017,36"
2019,"5017,36"
2036,"5017,36"
2096,"5017,36"
2110,"5017,36"
2141,"5017,36"
2160,"5268,12"
2188,"5268,12"
2202,"5268,12"
2281,"5268,12"
2294,"5268,12"
2371,"5268,12"
2385,"5268,12"
2462,"5268,12"
2476,"5268,12"
2509,"5268,12"
2520,"5531,55"
2554,"5531,55"
2568,"5531,55"
2649,"5531,55"
2660,"5531,55"
2736,"5531,55"
2750,"5531,55"
2827,"5531,55"
2841,"5531,55"
2873,"5531,55"
2880,"5808,38"
2919,"5808,38"
2933,"5808,38"
3013,"5808,38"
3027,"5808,38"
3101,"5808,38"
3118,"5808,38"
3192,"5808,38"
3206,"5808,38"
3237,"5808,38"
3240,"6098,64"
3286,"6098,64"
3300,"6098,64"
3377,"6098,64"
3391,"6098,64"
3449,"6098,64"
3468,"6098,64"
3482,"6098,64"
3559,"6098,64"
3573,"6098,64"
3601,"6403,42"
3602,"6403,42"
3650,"6403,42"
3664,"6403,42"
3742,"6403,42"
3960,"6723,85"
3968,"6723,85"
4108,"6723,85"
4322,"7059,93"
4680,"7412,78"
5040,"7783,51"
5400,"8172,87"
5582,"8581,24"
