3,"8,65"
11,"8,28"
26,"9,09"
27,"9,25"
28,"9,39"
31,"8,89"
41,"9,34"
45,"8,78"
56,"9,21"
59,"8,96"
60,"9,04"
73,"9,14"
77,"9,39"
84,"9,26"
88,"9,15"
90,"9,10"
102,"9,12"
103,"9,17"
122,"9,22"
136,"9,32"
146,"9,47"
152,"9,27"
161,"9,37"
164,"9,29"
179,"9,38"
180,"9,41"
193,"9,46"
207,"9,38"
210,"9,39"
222,"9,41"
241,"9,45"
269,"9,50"
270,"9,52"
284,"9,58"
300,"9,67"
301,"9,69"
315,"9,74"
332,"9,73"
346,"9,77"
360,"9,81"
362,"9,84"
376,"9,87"
390,"9,91"
420,"10,00"
451,"9,98"
455,"9,99"
468,"10,03"
480,"10,06"
510,"10,12"
528,"10,15"
542,"10,20"
544,"10,22"
558,"10,25"
570,"10,24"
588,"10,31"
600,"10,33"
630,"10,42"
635,"10,42"
649,"10,46"
661,"10,48"
690,"10,57"
720,"10,64"
727,"10,65"
741,"10,66"
752,"10,66"
780,"10,70"
810,"10,77"
822,"10,73"
833,"10,78"
840,"10,80"
871,"10,79"
893,"10,84"
900,"10,85"
910,"10,87"
924,"10,90"
931,"10,89"
962,"10,92"
990,"10,95"
1001,"10,99"
1015,"11,00"
1020,"10,99"
1046,"11,01"
1050,"11,03"
1081,"11,02"
1095,"11,04"
1109,"11,03"
1110,"11,04"
1140,"11,04"
1172,"11,05"
1186,"11,06"
1200,"11,08"
1258,"11,12"
1277,"11,13"
1291,"11,13"
1319,"11,13"
1368,"11,17"
1382,"11,18"
1440,"11,22"
1459,"11,23"
1473,"11,23"
1551,"11,24"
1564,"11,25"
1641,"11,29"
1655,"11,30"
1671,"11,31"
1732,"11,35"
1746,"11,36"
1776,"11,39"
1802,"11,40"
1823,"11,41"
1837,"11,41"
1916,"11,44"
1929,"11,44"
2005,"11,46"
2019,"11,47"
2036,"11,46"
2096,"11,48"
2110,"11,48"
2141,"11,50"
2160,"11,51"
2188,"11,52"
2202,"11,52"
2281,"11,53"
2294,"11,54"
2371,"11,55"
2385,"11,55"
2462,"11,55"
2476,"11,56"
2509,"11,56"
2520,"11,58"
2554,"11,58"
2568,"11,58"
2649,"11,58"
2660,"11,59"
2736,"11,60"
2750,"11,59"
2827,"11,61"
2841,"11,61"
2873,"11,62"
2880,"11,62"
2919,"11,63"
2933,"11,63"
3013,"11,63"
3027,"11,64"
3101,"11,66"
3118,"11,66"
3192,"11,68"
3206,"11,68"
3237,"11,69"
3240,"11,70"
3286,"11,70"
3300,"11,70"
3377,"11,72"
3391,"11,72"
3449,"11,72"
3468,"11,72"
3482,"11,71"
3559,"11,71"
3573,"11,71"
3601,"11,72"
3602,"11,72"
3650,"11,72"
3664,"11,71"
3742,"11,71"
3960,"11,71"
3968,"11,72"
4108,"11,72"
4322,"11,71"
4680,"11,72"
5040,"11,72"
5400,"11,72"
5582,"11,72"
